sku;family;categories;total_megapixels;maximum_video_resolution;maximum_frame_rate;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price
3331490;webcams;webcams,cameras_sales,logitech;8;1600-x-1200;30;;;;;"Looking great shouldn’t be hard work, even on the road. The Logitech® 2 MP Portable Webcam C905 makes it easy to get razor-sharp, true-to-life widescreen video and up to 8-megapixel HD quality snapshots wherever you’re heading.\n\n<b>Image is everything.</b>\n- Zeiss® optics with autofocus: Offer razor-sharp images even in extreme close-ups.\n- 2-megapixel sensor: Delivers fluid, true-to-life video and lets you take snapshots at up to 8-megapixels.\n- HD video recording: Offers detailed, 16x9 widescreen video at 720 p.\n- Logitech® RightLight™ 2 technology: Intelligently adjusts for the best possible images, even in dim or backlit settings.\n\n<b>Show off your spontaneous side.</b>\n- Logitech® Video Effects™: Let you personalize your conversations. Choose from hundreds of avatars, face accessories, and masks that mirror expressions and motion.\n- Notebook Clip: Optimized for notebooks, attaches securely to your monitor for when you are on the go.\n\n<b>Speak freely and clearly.</b>\n- Built-in microphone with Logitech® RightSound™ technology: Offers clear, headset-free conversations without annoying background noise.\n\n<b>Get started right away.</b>\n- Includes Logitech® Vid™: Now video calling is free, fast, and easy for you and anyone you want to talk to. It’s built into your webcam setup, so you’re ready to call right away. And your friends get set up simply by clicking a link in an e-mail. No screen names. No hassles. Just smiling faces waiting to say ""hi.""\n- Universal clip: Attaches securely to LCD or CRT monitors and notebooks, or sits on a shelf or desk.";"C905 Portable Webcam";"Eine Webkamera mit einer integrierten Anwendung für Videogespräche und Carl Zeiss®-Optik, die Ihnen in kürzester Zeit persönliche Gespräche mit Freunden und Kollegen ermöglicht – sogar unterwegs.\n\n<b>Inklusive Logitech Vid™</b>\nJetzt sind Videogespräche für Sie und für jeden, mit dem Sie sich unterhalten wollen, kostenlos, schnell und einfach. Die Software wird bei der Einrichtung der Webkamera gleich mitinstalliert, sodass Sie sofort beginnen können. Informieren Sie sich jetzt über Vid.\n\n<b>Carl Zeiss®-Optik</b>\nDas unter Mitwirkung eines der Pioniere in der Optikindustrie entwickelte Objektiv gewährleistet gestochen scharfe Bilder. Lesen Sie nach, wie Sie von unserer Zusammenarbeit mit Carl Zeiss profitieren.\n\n<b>Erstklassiger Autofokus</b>\nDank des eingebauten Autofokus bleiben Ihre Bilder auch bei Nahaufnahmen (bis zu 10 cm vom Objektiv) gestochen scharf. Weitere Informationen zum Logitech-Autofokus.\n\n<b>2-Megapixel-Sensor</b>\nVideos und Fotos sind stets scharf durch den echten 2-Megapixel-Sensor für Fotos mit bis zu 8 Megapixeln (Software interpoliert). Megapixel? Sensor? Warum ist Bildqualität so wichtig?\n\n<b>High Definition Video</b>\nIhre Freunde und Familie sehen Sie in High Definiton Video im Breitbildformat (720p).\n\n<b>RightLight™ 2-Technologie</b>\nSelbst wenn Sie Videogespräche bei gedämpfter Beleuchtung oder Gegenlicht führen, wird die Belichtung intelligent angepasst und so die bestmögliche Bildqualität erzeugt. Erfahren Sie, wie die RightLight 2-Technologie funktioniert.\n\n<b>Logitech® Video Effects™</b>\nMit den Video Effects erhöhen Sie den Spaßfaktor bei Ihren Videogesprächen. Peppen Sie Ihre Videogespräche mit Neonfarben, Fischaugenverzerrungen und vielem mehr auf. Es ist ganz einfach. Informieren Sie sich über Video Effects.\n\n<b>Integriertes Mikrofon mit RightSound™</b>\nFür klar verständliche Gespräche ohne Headset und ohne Echo oder störende Hintergrundgeräusche. Finden Sie heraus, weshalb RightSound so gut klingt.\n\n<b>Universalhalterung</b>\nBefestigen Sie die Webkamera sicher an LCD-Monitoren und hauchdünnen Notebooks oder auf einem Regal oder Tisch.";"C905 Portable Webcam";"Logitech C905";2009-06-11;;"581.86 USD"
33380;webcams;webcams,cameras_sales,logitech;;640-x-480;30;;;;;"Stay in touch with friends and family even while travelling. QuickCam® for Notebooks is small and light enough to follow you everywhere. Thanks to its integrated mount, you can quickly and easily attach it to any notebook. Once folded, it covers the lens for extra-protection. And of course, it comes with easy-to-install, easy-to-use QuickCam® Software!\n\nCompact & portable design - made for travellers \nIntegrated notebook mount that folds up for easy storage \nShort and flexible USB cable";"Logitech QuickCam for Notebooks";;;"Logitech Quickcam USB";2005-07-15;;"450.93 EUR,649.53 USD"
33386;webcams;webcams,cameras_sales,logitech;;640-x-480;30;;;;;"Share the best moments of a party, family dinner, client presentation, anything... thanks to the Logitech QuickCam Cordless. It combines the power of video and the convenience of cordless to let you quickly and easily share more of your life without being tied to your PC. Add live video to your favourite instant messenger, conduct video calls and conferences, send video emails, capture still images and say what's on your mind thanks to the built-in microphone... anywhere within 20 metres of your PC!\n\nCapture photos, video and sound with cordless freedom... up to a 20-metre range \nCreate movies like a pro with studio-quality editing software \nAdd live video to Yahoo! Messenger & MSN® Messenger with integrated software";"Logitech QuickCam Cordless";;;"Logitech Quickcam Cordless";2005-07-15;;"748.47 EUR"
3359220;webcams;webcams,cameras_sales,speed_link;2;;;;;;;;"BRACE ONLINE COMMUNICATION SET";"Die Kombination aus Webcam und Headset eignet sich hervorragend zur Kommunikation über das Internet via Skype, MSN, Yahoo oder icq. Die Kamera verfügt über 2 Megapixel und lässt sich sowohl auf den Tisch stellen, als auch an den Monitor klemmen. Dank des flexiblen Gelenks und des manuell einstellbaren Fokus liefert sie immer gestochen scharfe Bilder. Foto- und Videosoftware ist im Lieferumfang enthalten. Das leichte Mono-Headset sorgt zusätzlich für eine klare Sprachübertragung.\n\n<b>Eigenschaften:</b>\n- 2 Megapixel USB-Webcam;\n- Snapshot-Funktion;\n- 360° Radius;\n- Stabiler Standfuß und Monitorklemme in einem;\n- Manuell einstellbarer Fokus;\n- Foto- und Videosoftware enthalten;\n- In-Ear-Mono-Kopfhörer mit Kleiderklammer und Mikrofon;\n- Zwei 3,5 mm Klinkenstecker für den Anschluss am PC.";"Brace Online Communication Set";"Speed-Link Brace Online Communication Set";2009-06-16;;"347.52 EUR,723.41 USD"
337569;webcams;webcams,cameras_sales,canon;;;;;;;;"The VC-C50i features a state-of-the-art optical system for high level security monitoring. Benefits include a wide surveillance range and exceptional performance in low-light conditions.\nOutstanding zoom capacity to capture every detail\nWith a 26x optical zoom provided by a powered Canon telephoto lens, the VC-C50i communication camera produces extremely close-up images. Furthermore, a 12x digital zoom allows any area to be electronically enlarged for detailed examination. This enhanced optical system is based on Canon's long heritage in lens technology - making these cameras ideal for critical surveillance applications, where accuracy and precision are essential.\n\nSuperb performance in low-light conditions\n\nThe camera can deliver colour images even when operating in very poor lighting conditions - as low as 1 lux - thanks to a bright f/1.6 lens and a slow shutter speed. The VC-C50i can also produce monochrome images in total darkness (0 lux), using its Infrared Night Mode. An integral LED illuminator provides a viewing range of up to 3 metres, showing objects which are not visible to the naked eye. Additional infrared lighting can extend the viewing range still further.\n\nExtended range with crystal-clear recorded images\n\nThe VC-C50i features a remote controlled Pan and Tilt mechanism with a wide 200° pan and 120° tilt range. The camera has 9 preset positions, controlling camera angles as well as zoom and AE settings. A 400K pixel CCD ensures smooth and sharp recorded images. Plus, Automatic Noise Reduction further improves image quality by processing the image before transmission.\n\nAdvanced connectivity for easy integration\n\nA single 20-pin multi-connector accommodates S-Video and RS-232C control signals. This provides quick and easy connectivity to other devices, for simple integration into your existing system with minimal\ncabling. A cascade facility allows up to 9 cameras to be connected together, via the RS-232C interface. The cameras are fully compatible with Canon's VB150 Camera Server. And, although the camera can be\nconnected to a host PC or camera server, an Infrared remote control handset is supplied, allowing the operator to control the PTZ functions locally.";"VC-C50i NON 400000pix 26xoptical zoom";;;"Canon VC-C50i NON 400000pix 26xoptical zoom";2005-09-25;;"41.59 EUR,821.13 USD"
3422512;webcams;webcams,cameras_sales,microsoft;;1600-x-1200;30;;;;;"Whether you're at home, in the office, or on the road, keeping in touch with friends, family, and business associates is easy with the LifeCam NX-6000. Compact and reliable, this webcam was designed especially for notebook computers.";"Webcam LifeCam NX-6000";;;"Microsoft 94N-00005 webcam";2009-07-02;;"23.27 EUR,795.87 USD"
3426977;webcams;webcams,cameras_sales,fujitsu;1.3;1280-x-1024;30;;;;;"With the most advanced HD (High Definition / 720p) recording feature and widescreen video format (16:9 and 16:10),\nWebCam 130 HD Portable can capture up to 30 frame rate per second, close up to HD/720p quality video.\nEven more: 1-Click-Upload makes the video uploading to YouTube in a snap!\n\n-Latest HD (High Definition, 720P) Capture\n-Wide screen video format (16:9 or 16:10)\n-Best video quality with 1.3 megapixel CMOS sensor\n-Glass lens for super clarity\n-Direct upload to YouTube with 1 click\n-Portable carry bag bundle\n-USB Plug & Play- UVC Type / no driver needed\n-Smart clip for both notebook & LCD display";"WebCam 130 HD, USB 2.0, 1.3 MP";;;"Fujitsu WebCam 130 HD Portable";2009-07-04;;"70.7 EUR"
3456507;webcams;webcams,cameras_sales,microsoft;1;1280-x-720;30;;;"<b>Capturez et partagez toutes vos vidéos en HD</b>\n\nNe manquez rien ; bénéficiez d'images vidéo HD 720p de haute qualité et d'un son cristallin grâce au modèle LifeCam Cinema. Détendez-vous pendant que la caméra améliore automatiquement la netteté de vos images et que la technologie TrueColor ajuste l'exposition afin de bénéficier d'images claires et brillantes. Et pour une vidéo encore plus nette, tirez parti de l'objectif haute précision et de la technologie ClearFrame, pour améliorer l'image même dans des conditions de faible luminosité.";"LifeCam Cinema, CMOS, 720p HD, USB";"<b>Capture and Share it All in Glorious HD</b>\n\nDon’t miss a thing—enjoy high-quality 720p HD widescreen video together with crystal clear audio, with the LifeCam Cinema. Relax while the camera automatically sharpens your images and TrueColor adjusts exposure for bright, vibrant footage. And for even sharper video, take advantage of the high-precision glass lens and ClearFrame Technology to improve the picture even in low light conditions.";"LifeCam Cinema, CMOS, 720p HD, USB";"<b>Fangen Sie Ihre Erlebnisse ein und teilen Sie diese mit anderen – alles in HD-Qualität</b>\n\nVerpassen Sie nichts – genießen Sie mit der LifeCam Cinema hochauflösende Videos im 720p-Breitbildformat mit kristallklarem Klang. Entspannen Sie sich, während die Kamera das Bild automatisch scharf stellt und die TrueColor-Technologie die Belichtung für brillante und lebendige Aufnahmen anpasst. Nutzen Sie die Vorteile der Präzisionslinse aus Glas, die noch schärfere Bilder ermöglicht, während die ClearFrame-Technologie die Bildqualität selbst bei schlechten Lichtverhältnissen verbessert.";"LifeCam Cinema, CMOS, 720p HD, USB";"Microsoft LifeCam Cinema";2009-07-19;;"996.46 EUR"
3456508;webcams;webcams,cameras_sales,microsoft;0.3;640-x-480;15;;;"Partager vos moments de vie est un jeu d’enfant. Même si votre famille est loin, vous pouvez les voir et les entendre clairement, grâce à la vidéo VGA et au microphone intégré de cette webcam.\n\n<b>Capteur vidéo VGA</b>\nCapteur vidéo VGA pour une image nette. Le réglage de la caméra s’effectue automatiquement en cas de faible luminosité pour permettre d’obtenir la meilleure vidéo possible. \n\n<b>Microphone intégré</b>\nLe microphone intégré capture automatiquement votre voix avec une clarté remarquable. \n\n<b>Plug and Play</b>\nGrâce à la simplicité du Plug and Play, aucun logiciel d’installation n’est requis. \n\n<b>Fonctionne avec</b>\n-Windows Live™ Messenger.\n-Yahoo! Messenger.\n-AOL Instant Messenger.\n-Skype.";"LifeCam VX-800, 640 x 480 pixels, USB 2.0";"It’s easy to share your experiences. Your family may be far away, but you can still see and hear them clearly, with this webcam’s VGA video and built-in microphone.\n\n<b>VGA Video Sensor</b>\nVGA video sensor for a clear image. Camera auto-adjusts for low-light conditions for the best video possible.\n\n<b>Built-In Microphone</b>\nThe built-in microphone automatically picks up your voice with remarkable clarity. \n\n<b>Plug and Play</b>\nThe simplicity of plug and play – no software needed. \n\n<b>Works with</b>\n-Windows Live™.\n-Yahoo! Messenger.\n-AOL Instant Messenger.\n-Skype.";"LifeCam VX-800, 640 x 480 pixels, USB 2.0";"Der preiswerte Einstieg in die Welt der Videokommunikation: Die LifeCam VX-800 bietet VGA-Qualität, ein integriertes Mikrofon und einen flexiblen Standfuß für die Schreibtisch- und Monitor-Montage zum fairen Preis.\n\n<b>VGA-Qualität zum Einstiegspreis</b>\nDie LifeCam nimmt gestochen scharfe Videobilder in einer Auflösung von 640 x 480 Pixeln auf.\n\n<b>Integriertes Mikrofon</b>\nDas integrierte Mikrofon erfasst Ihre Stimme automatisch und mit außergewöhnlicher Klarheit.\n\n<b>Plug & Play</b>\nEinfach nur einstecken. Es wird keine Software benötigt.\n\n<b>Kompatibel mit</b>\n-Windows Live™.\n-Yahoo! Messenger.\n-AOL Instant Messenger.\n-Skype.";"LifeCam VX-800, 640 x 480 pixels, USB 2.0";"Microsoft LifeCam VX-800";2009-07-19;;"846.3 USD"
346274;webcams;webcams,cameras_sales,canon;;;25;;"AC 110/230 V ( 50/60 Hz )";;;"The VB-C50i provides a compact all-in-one PTZ network camera solution for high performance security monitoring. Set up is ultra simple and an array of advanced functions enhance efficiency.\n \n \nFeatures\n- Compact Pan/Tilt/Zoom Camera and Web Server \n- High powered 26x optical zoom lens \n- Infra-red Night Mode down to 0 lux \n- Ultra simple set up \n- High-quality full-motion video at up to 25 fps \n- Advanced Auto-Tracking \n- Audio support with optional interface module \n\nNetwork surveillance/security cameras with built-in server\n \n<b>Superior optical performance</b>\nUtilising a Genuine Canon 26x power zoom lens with 12x digital zoom, the VB-C50i produces close-up images with exceptional detail, ensuring a high level of surveillance from a distance. The camera features a remote controlled Pan and Tilt mechanism with a wide 200° pan and 120° tilt range. It also offers an Infrared Night Mode capable of capturing black and white images in low light conditions and even in complete darkness.\n\n<b>High quality video capture with smooth network transmission</b>\nThe camera is capable of capturing video at up to 25 frames per second (bandwidth permitting) and has a 400K pixel CCD for smooth, high quality video. The video quality and frame rate can be set freely to suit the network bandwidth, producing natural, life-like images. A high 768 x 576 resolution enables a large, accurate image without any loss of detail. Plus transmitted images can reach the widest possible audience - up to 50 users at the same time - while still providing a clear and sharp picture.\n\n<b>Compact, flexible and user-friendly</b>\nBoth the camera and server are housed in a single, compact unit enabling discreet yet highly effective surveillance. What's more, installation of the network camera is exceptionally simple. Just two connections are required to start streaming live video - a power supply and a connection to your existing LAN. The end result is an all-in-one network camera solution that can be set up immediately, offering full, flexible and easy interactive control for users.\n\n<b>Advanced functions to enhance effectiveness</b>\nRemote control software provides full control of Pan/Tilt/Zoom functions - either via a PC or platforms compatible with the supplied Java viewer (i.e. Mac, UNIX). A Panoramic Image Mode allows a series of still images to be collected to create a complete panoramic view, which can be used to set PTZ limits. An audio signal can be added to live transmission simply by attaching an optional external module to the VB camera. Motion Detection and Auto Tracking enable the camera to pan and tilt once motion is detected, capturing any movement automatically. The camera can even be configured to send an email alert or turn on high-powered security lighting when motion is detected.";"Web Cameras VB-C50i";;;"Canon Web Cameras VB-C50i";2005-10-13;;"428.16 USD"
3466711;webcams;webcams,cameras_sales,hp;1.3;1280-x-1024;30;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Amusante et facile à utiliser, la Webcam HP Pro facilite les discussions en tête-à-tête sur Internet et permet de capturer des vidéos courtes.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Avec jusqu'à 30 images par seconde, la Webcam HP Pro reproduit un mouvement souple et naturel du corps pour une expérience de visualisation Web réaliste.<br /><br />\n&bull;&nbsp;Le microphone intégré et la connexion USB plug-and-play facilitent l'installation tandis que le bouton d'instantané permet une capture rapide de photo.<br /><br />\n&bull;&nbsp;Vous pouvez éditer et partager des vidéos courtes avec Arcsoft Video Impression, et éditer et retoucher des photos avec Arcsoft Photo Impression.<br /><br />\n&bull;&nbsp;La compatibilité avec AIM™, MSN® Messenger, Skype® et Yahoo!® Messenger facilite les discussions en tête-à-tête.<br /><br />\n&bull;&nbsp;La capacité d'inclinaison/panoramique de l'appareil photo vous permet d'afficher ce que vous voulez sans éloigner l'appareil photo de l'écran. Conçu pour la flexibilité, il peut également être fixé sur un écran LCD ou simplement posé sur une table.\n";"HP Pro Webcam";"<span style=""font-size: larger; font-weight: bold;"">Overview</span>\n<br />\nFun and easy to use, the HP Pro Webcam makes it simple to enjoy face-to-face web chats and capture short videos.\n<br />\n<br />\n<span style=""font-size: larger; font-weight: bold;"">Features</span>\n<br />\n• With up to 30 frames per second, the HP Pro Webcam delivers smooth, natural body motion for a more true-to-life web viewing experience.\n<br />\n<br />\n• The integrated microphone and plug-and-play USB connection make installation easy, while the snapshot button allows quick photo capture.\n<br />\n<br />\n• You can edit and share short videos with Arcsoft Video Impression, and edit and retouch photos with Arcsoft Photo Impression.\n<br />\n<br />\n• Compatibility with AIM™, MSN® Messenger, Skype®, and Yahoo!® Messenger makes it easy to chat face-to-face.\n<br />\n<br />\n• The ability to tilt and pan the camera enables you to show want you want without moving the camera away from the monitor. Designed for flexibility, you can equally fix it on a LCD monitor or simply place it on a table.";"HP Pro Webcam";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Die HP Pro Webkamera ist sehr bedienerfreundlich und macht persönliche Chats über das Internet und die Aufnahme kurzer Videos ganz einfach.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Die HP Pro Webkamera sorgt mit bis zu 30 Bildern pro Sekunde für natürliche, wirklichsgetreue Webanzeigen.<br /><br />\n&bull;&nbsp;Die Installation ist dank des integrierten Mikrofons und der Plug-and-Play-fähigen USB-Schnittstelle ganz einfach, und Fotos können per Tastendruck aufgenommen werden.<br /><br />\n&bull;&nbsp;Mit Arcsoft Video Impression können Sie kurze Videos aufnehmen, bearbeiten und weitergeben, und mit Arcsoft Photo Impression lassen sich Fotos bearbeiten und verbessern.<br /><br />\n&bull;&nbsp;Durch die Kompatibilität mit AIM™, MSN® Messenger, Skype® und Yahoo!® Messenger sind persönliche Chats jederzeit möglich.<br /><br />\n&bull;&nbsp;Die dreh- und schwenkbare Kamera ermöglicht beliebige Ansichten, ohne die Kamera vom Bildschirm abnehmen zu müssen. Sie kann sowohl am LCD-Bildschirm angebracht als auch auf den Schreibtisch gestellt werden.\n";"HP Pro Webcam";"HP Pro Webcam";2009-07-26;;"802.77 EUR"
3467419;webcams;webcams,cameras_sales,philips;1.3;640-x-480;30;;;"<b>Je vois tout !</b>\n\nJe suis une webcam qui vous permet de visionner des vidéos et des photos d'une qualité exceptionnelle grâce à ma résolution améliorée de 1,3 mégapixel. Vous pouvez me transporter facilement grâce à mon design pliable. Vous pouvez même charger vos vidéos sur YouTube en toute simplicité.\n\nEmmenez-moi partout\n- Design pliable pour plus de simplicité\n- Chargement de vidéos instantané pour YouTube\n- Gestion pratique des câbles\n- Protection assurée de l'objectif avec un matériau doux\n- Installation facile sur votre ordinateur portable avec mon système d'accroche universel\n\nLe concept ultime d'appels vidéo\n- 1,3 mégapixel, pour des vidéos et des photos de meilleure qualité\n- Zoom numérique 3x pour gros plans\n- Toujours au centre de l'écran avec la fonction de suivi du visage\n\nUn son clair de qualité exceptionnelle\n- La fonction de réduction du bruit améliore la clarté de vos discussions.";"Webcam pour ordinateur portable";"<b>See you there!</b>\n\nI'm a webcam that gives you clear videos and photos in enhanced 1.3 megapixels, and my foldable design makes me easy to carry around. You can even upload your videos to YouTube with ease.\n\nTake me anywhere\n- Convenient fold-up design\n- Instant video upload for YouTube\n- Handy cable management\n- Soft material for lens protection\n- My universal clamp mounts easily on your notebook\n\nRaising the bar for personal video calling\n- Enhanced 1.3 megapixels for videos and photos\n- 3 x digital zoom for close-ups\n- Face tracking keeps you in the centre of the screen\n\nClear sound from all around\n- Noise reduction enhances clarity of speech";"Notebook webcam";"<b>Wir sehen uns!</b>\n\nIch bin eine Webcam, die nicht nur klare Videos und Fotos mit 1,3 Megapixeln bietet, sondern die Sie dank des handlichen Designs auch überallhin mitnehmen können. Sie können Ihre Videos sogar ganz einfach bei YouTube hochladen.\n\nNimm mich überallhin mit\n- Zusammenklappbar\n- Videos schnell bei YouTube hochladen\n- Praktische Kabelaufwicklung\n- Objektivabdeckung aus weichem Material\n- Universalhalterung zur einfachen Befestigung am Notebook\n\nEin neuer Maßstab bei privaten Videoanrufen\n- 1,3 Megapixel für Videos und Fotos\n- Digitaler 3fach-Zoom für Nahaufnahmen\n- Immer in der Bildmitte dank Gesichtsverfolgung\n\nKlarer Sound überall\n- Bessere Sprachverständlichkeit durch Rauschreduzierung";Notebook-Webcam;"Philips SPC640NC";2009-07-28;;
3469756;webcams;webcams,cameras_sales,microsoft;;;30;;;"Partagez chaque moment de votre vie en haute définition (720 p) avec votre famille et vos amis. Cette webcam ultra-performante vous offrira netteté, précision et qualité sonore incomparable pour chacune de vos vidéos.";"LifeCam Cinema";"Share every detail with friends and family in HD. This full featured webcam, with true 720p HD video, delivers smooth, detailed video and crystal clear audio.";"LifeCam Cinema";;;"Microsoft LifeCam Cinema";2009-07-29;;"895.53 EUR,964.75 USD"
3484709;webcams;webcams,cameras_sales,philips;2;;;;;"<b>Votre webcam, où que vous soyez\nRésolution de 2 mégapixels</b>\n\nProfitez de vidéos et de photos haute qualité avec une résolution de 2 mégapixels. Ma mise au point automatique vous procure des images nettes sans réglages manuels et mon objectif grand angle vous permet, à vous et à votre famille, de profiter du meilleur angle de prise de vue. Je ne prends pas beaucoup de place : je suis le compagnon de voyage idéal !\n\nEmmenez-moi partout\n- Petite et ultraplate, extrêmement facile à transporter avec vous\n- Protège-objectif résistant aux rayures\n- Facile à installer sur votre ordinateur portable et votre moniteur avec son système d'accroche inclus\n\nLe concept ultime d'appels vidéo\n- Résolution de 2 mégapixels pour une vidéo haute qualité\n- Résolution photo améliorée : 8 mégapixels\n- Mise au point automatique pour des vidéos et des photos d'une grande netteté\n- Objectif grand angle qui permet de cadrer plus de personnes sur une photo\n- Vidéo haute qualité certifiée Skype\n- Pixel Plus 2 : plus de détails, de profondeur et de clarté...\n- Digital Natural Motion pour des vidéos sans scintillement\n\nUn son clair de qualité exceptionnelle\n- Deux microphones intégrés pour une expérience stéréo exceptionnelle";"Webcam pour ordinateur portable";"<b>Your worldwide webcam\nTrue 2.0 megapixels</b>\n\nEnjoy high-quality videos and photos in true 2 megapixels. My autofocus gives you sharp images without manual adjustment and my wide angle lens lets you and your family fit in the best viewing field. I'm a great, light travel companion.\n\nTake me anywhere\n- Small and sleek, perfectly easy to carry with you\n- Scratch-resistant protective lens cover\n- Supplied clamp mounts easily on your notebook and monitor\n\nRaising the bar for personal video calling\n- True 2 megapixels for high-quality video\n- Enhanced photo resolution to 8 megapixels\n- Autofocus for razor sharp videos and photos\n- Wide-angle lens allows more people in frame\n- Skype high-quality video certified\n- Pixel Plus 2 for better detail, depth and clarity\n- Digital Natural Motion for flicker-free video\n\nClear sound from all around\n- Dual built-in mics enhance stereo experience\n- Noise cancellation and echo reduction";"Notebook webcam";"<b>Worldwide Webcam\n2 Megapixel</b>\n\nGenießen Sie qualitativ hochwertige Videos und Fotos mit 2 Megapixeln. Mit dem Autofokus gelingen Ihnen scharfe Bilder ohne manuelle Anpassung, und dank der Weitwinkelfunktion passen Sie mit Ihrer gesamten Familie optimal auf ein Foto. Ich bin der perfekte handliche Reisegefährte.\n\nNimm mich überallhin mit\n- Kompakt, elegant, und ganz leicht zu transportieren\n- Kratzfeste Schutzabdeckung für das Objektiv\n- Einfache Befestigung an Ihrem Notebook oder Monitor mit der mitgelieferten Halterung\n\nEin neuer Maßstab bei privaten Videoanrufen\n- 2 Megapixel für qualitativ hochwertige Videos\n- 8 Megapixel für noch bessere Fotoauflösung\n- Autofokus sorgt für gestochen scharfe Videos und Fotos\n- Weitwinkelobjektiv für mehr Personen im Bild\n- Skype-zertifizierte hohe Videoqualität\n- Pixel Plus 2 für verbesserte Detailauflösung, Tiefenschärfe und Klarheit\n- Digital Natural Motion für flimmerfreie Videos\n\nKlarer Sound überall\n- Zwei integrierte Mikrofone für ein verbessertes Stereoerlebnis\n- Echo- und Geräuschreduzierung";Notebook-Webcam;"Philips SPZ6500";2009-08-04;;"932.19 EUR,558.98 USD"
3511299;webcams;webcams,cameras_sales,hp;2;;30;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Kit matériel accessoires standard SkyRoom<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Logitech® QuickCam® Pro<br /><br />\n&bull;&nbsp;Audio caméra USB 9000<br /><br />\n&bull;&nbsp;Casque avec tige micro\n";"SkyRoom Standard Accessory Hardware Kit";"- Logitech® QuickCam® Pro\n- 9000 USB Camera Audio\n- Headset with Boom and Microphone\n";"SkyRoom Standard Accessory Hardware Kit";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />SkyRoom Standardzubehör Hardware-Kit.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Logitech® QuickCam® Pro<br /><br />\n&bull;&nbsp;9000 USB-Kamera mit Audiounterstützung<br /><br />\n&bull;&nbsp;Headset mit Ohrbügel und Mikrofon\n";"SkyRoom Standard Accessory Hardware Kit";"HP NG855AA webcam";2009-08-06;;"456.61 EUR,611.95 USD"
3515155;webcams;webcams,cameras_sales,microsoft;0.3;640-x-480;;;;"Partager vos moments de vie est un jeu d’enfant. Même si votre famille est loin, vous pouvez les voir et les entendre clairement, grâce à la vidéo VGA et au microphone intégré de cette webcam.\n\n<b>Capteur vidéo VGA</b>\nCapteur vidéo VGA pour une image nette. Le réglage de la caméra s’effectue automatiquement en cas de faible luminosité pour permettre d’obtenir la meilleure vidéo possible. \n\n<b>Microphone intégré</b>\nLe microphone intégré capture automatiquement votre voix avec une clarté remarquable. \n\n<b>Plug and Play</b>\nGrâce à la simplicité du Plug and Play, aucun logiciel d’installation n’est requis. \n\n<b>Fonctionne avec:</b>\n-Windows Live™ Messenger;\n-Yahoo! Messenger;\n-AOL Instant Messenger;\n-Skype.";"LifeCam VX-800, 640 x 480 pixels, USB 2.0";"It’s easy to share your experiences. Your family may be far away, but you can still see and hear them clearly, with this webcam’s VGA video and built-in microphone.\n\n<b>VGA Video Sensor</b>\nVGA video sensor for a clear image. Camera auto-adjusts for low-light conditions for the best video possible.\n\n<b>Built-In Microphone</b>\nThe built-in microphone automatically picks up your voice with remarkable clarity. \n\n<b>Plug and Play</b>\nThe simplicity of plug and play – no software needed. \n\n<b>Works with:</b>\n-Windows Live™;\n-Yahoo! Messenger;\n-AOL Instant Messenger;\n-Skype.";"LifeCam VX-800, 640 x 480 pixels, USB 2.0";;;"Microsoft LifeCam VX-800";2009-08-07;;"176.66 EUR,822.13 USD"
